-6 0.838804
-5.982 0.824542
-5.964 0.799179
-5.946 0.805695
-5.928 0.827356
-5.91 0.829981
-5.892 0.828649
-5.874 0.822689
-5.856 0.806831
-5.838 0.82611
-5.82 0.826715
-5.802 0.840365
-5.784 0.818593
-5.766 0.829163
-5.748 0.828255
-5.73 0.802804
-5.712 0.855685
-5.694 0.801492
-5.676 0.830059
-5.658 0.826792
-5.64 0.820513
-5.622 0.844872
-5.604 0.847519
-5.586 0.845107
-5.568 0.852126
-5.55 0.821393
-5.532 0.812837
-5.514 0.819511
-5.496 0.804788
-5.478 0.808926
-5.46 0.83651
-5.442 0.830694
-5.424 0.818093
-5.406 0.820942
-5.388 0.815335
-5.37 0.821334
-5.352 0.832655
-5.334 0.82346
-5.316 0.798267
-5.298 0.82563
-5.28 0.856692
-5.262 0.822858
-5.244 0.834537
-5.226 0.842824
-5.208 0.824301
-5.19 0.84658
-5.172 0.838637
-5.154 0.846547
-5.136 0.824771
-5.118 0.828683
-5.1 0.813904
-5.082 0.830196
-5.064 0.811196
-5.046 0.842212
-5.028 0.827712
-5.01 0.830225
-4.992 0.824591
-4.974 0.803226
-4.956 0.858743
-4.938 0.83267
-4.92 0.871915
-4.902 0.833204
-4.884 0.833626
-4.866 0.808537
-4.848 0.818883
-4.83 0.832931
-4.812 0.830201
-4.794 0.804708
-4.776 0.83021
-4.758 0.828997
-4.74 0.842296
-4.722 0.808809
-4.704 0.801784
-4.686 0.808133
-4.668 0.814132
-4.65 0.845211
-4.632 0.844056
-4.614 0.830453
-4.596 0.841803
-4.578 0.83973
-4.56 0.831268
-4.542 0.838998
-4.524 0.810698
-4.506 0.81976
-4.488 0.838152
-4.47 0.789558
-4.452 0.827312
-4.434 0.843568
-4.416 0.817745
-4.398 0.843493
-4.38 0.811343
-4.362 0.83454
-4.344 0.831201
-4.326 0.834134
-4.308 0.810166
-4.29 0.786435
-4.272 0.835751
-4.254 0.833293
-4.236 0.816227
-4.218 0.817727
-4.2 0.823375
-4.182 0.820373
-4.164 0.801448
-4.146 0.83161
-4.128 0.80247
-4.11 0.793773
-4.092 0.792041
-4.074 0.815941
-4.056 0.824678
-4.038 0.807449
-4.02 0.828465
-4.002 0.832917
-3.984 0.825748
-3.966 0.79051
-3.948 0.832195
-3.93 0.807407
-3.912 0.812968
-3.894 0.809653
-3.876 0.814358
-3.858 0.788053
-3.84 0.804708
-3.822 0.798469
-3.804 0.823726
-3.786 0.794541
-3.768 0.80167
-3.75 0.788087
-3.732 0.802376
-3.714 0.796508
-3.696 0.81066
-3.678 0.802878
-3.66 0.774993
-3.642 0.80274
-3.624 0.791638
-3.606 0.789237
-3.588 0.790112
-3.57 0.783652
-3.552 0.761598
-3.534 0.776727
-3.516 0.794699
-3.498 0.792679
-3.48 0.772647
-3.462 0.78695
-3.444 0.783754
-3.426 0.782115
-3.408 0.766403
-3.39 0.754153
-3.372 0.762012
-3.354 0.769551
-3.336 0.770263
