-6 0.665265
-5.982 0.665341
-5.964 0.666578
-5.946 0.666099
-5.928 0.665686
-5.91 0.665543
-5.892 0.664827
-5.874 0.665531
-5.856 0.665365
-5.838 0.665397
-5.82 0.665553
-5.802 0.664935
-5.784 0.665673
-5.766 0.665314
-5.748 0.665053
-5.73 0.665477
-5.712 0.665779
-5.694 0.665355
-5.676 0.66572
-5.658 0.664703
-5.64 0.665369
-5.622 0.665048
-5.604 0.665066
-5.586 0.66498
-5.568 0.665439
-5.55 0.665036
-5.532 0.665112
-5.514 0.665274
-5.496 0.665396
-5.478 0.664888
-5.46 0.665248
-5.442 0.665586
-5.424 0.66513
-5.406 0.665648
-5.388 0.664801
-5.37 0.665018
-5.352 0.664772
-5.334 0.665071
-5.316 0.664398
-5.298 0.66458
-5.28 0.664961
-5.262 0.665378
-5.244 0.664918
-5.226 0.665857
-5.208 0.665023
-5.19 0.665077
-5.172 0.665453
-5.154 0.666103
-5.136 0.664893
-5.118 0.664609
-5.1 0.664582
-5.082 0.664764
-5.064 0.664387
-5.046 0.665018
-5.028 0.664707
-5.01 0.663988
-4.992 0.664339
-4.974 0.664609
-4.956 0.66439
-4.938 0.663955
-4.92 0.664254
-4.902 0.66451
-4.884 0.663596
-4.866 0.66437
-4.848 0.663763
-4.83 0.66264
-4.812 0.66363
-4.794 0.664066
-4.776 0.663746
-4.758 0.663552
-4.74 0.662751
-4.722 0.663365
-4.704 0.662562
-4.686 0.663802
-4.668 0.663473
-4.65 0.662243
-4.632 0.661923
-4.614 0.663567
-4.596 0.662162
-4.578 0.662416
-4.56 0.662272
-4.542 0.662222
-4.524 0.66116
-4.506 0.661161
-4.488 0.661984
-4.47 0.660966
-4.452 0.660529
-4.434 0.660877
-4.416 0.660863
-4.398 0.660019
-4.38 0.659668
-4.362 0.65971
-4.344 0.658708
-4.326 0.659634
-4.308 0.658932
-4.29 0.658874
-4.272 0.657944
-4.254 0.658348
-4.236 0.657736
-4.218 0.657318
-4.2 0.656312
-4.182 0.656403
-4.164 0.656056
-4.146 0.655526
-4.128 0.655722
-4.11 0.656193
-4.092 0.65396
-4.074 0.653284
-4.056 0.653379
-4.038 0.652773
-4.02 0.651748
-4.002 0.650619
-3.984 0.65162
-3.966 0.650881
-3.948 0.649922
-3.93 0.648269
-3.912 0.649531
-3.894 0.648701
-3.876 0.646628
-3.858 0.646543
-3.84 0.644801
-3.822 0.645615
-3.804 0.643359
-3.786 0.643787
-3.768 0.643285
-3.75 0.640736
-3.732 0.639653
-3.714 0.638693
-3.696 0.637184
-3.678 0.636944
-3.66 0.635811
-3.642 0.63445
-3.624 0.631817
-3.606 0.630444
-3.588 0.62975
-3.57 0.628808
-3.552 0.626129
-3.534 0.62543
-3.516 0.62423
-3.498 0.620109
-3.48 0.619549
-3.462 0.617998
-3.444 0.616499
-3.426 0.61632
-3.408 0.610723
-3.39 0.609742
-3.372 0.609263
-3.354 0.60678
-3.336 0.603075
-3.318 0.603738
-3.3 0.596872
-3.282 0.595315
-3.264 0.593489
-3.246 0.592244
-3.228 0.587331
-3.21 0.590717
-3.192 0.582446
-3.174 0.578275
-3.156 0.575204
-3.138 0.571136
-3.12 0.570867
-3.102 0.565377
-3.084 0.557408
-3.066 0.555784
-3.048 0.551642
-3.03 0.545747
-3.012 0.541444
-2.994 0.54773
-2.976 0.530953
-2.958 0.534707
-2.94 0.527571
-2.922 0.517097
-2.904 0.518243
-2.886 0.508392
-2.868 0.500256
-2.85 0.506166
-2.832 0.49196
-2.814 0.484679
-2.796 0.48124
-2.778 0.475575
-2.76 0.467709
-2.742 0.459858
-2.724 0.450356
-2.706 0.450927
-2.688 0.436586
